Category,Name,Image Path,Description,Style
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------60x27x140-cm.jpg,"Perfect for flower pots on a balcony, shampoos in a bathroom or exciting herbs in a kitchen. Sturdy, lightweight and approved for wet areas. Can such a large shelving unit really fit in a flat package?",Scandinavian
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------77x147-cm.jpg,"Standing or lying – the KALLAX series adapts to taste, space, needs and budget. Smooth surfaces and rounded corners give a feel of quality and you can personalise the shelving unit with inserts and boxes.",Modern
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------80x38x160-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------60x27x74-cm.jpg,"Practical storage solution in galvanised steel for small spaces indoors or outdoors. Just as suitable on the balcony as in the hallway, kitchen or bathroom. Sturdy, lightweight and approved for wet areas.",Scandinavian
Bookcases-shelving-units,Wall-shelf,database/images\Bookcases-&-shelving-units---------Wall-shelf----------110x26-cm.jpg,This wall shelf has a clean design and has discreet and almost invisible mounting. The hidden suspension brackets makes it seem like it’s part of the wall - and you also don’t need to buy brackets.,Scandinavian
Bookcases-shelving-units,Bookcase,database/images\Bookcases-&-shelving-units---------Bookcase----------62x165-cm.jpg,"Open storage is just as much about reflecting who you are as organising all your things. In this bookcase, you can display your favourite books and objects. The shallow depth is perfect for smaller spaces.",Modern
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------100x93-cm.jpg,The straightforward design and glass shelves make your beloved objects stand out. The top and bottom panels are black-brown on one side and black on the other – choose the expression that suits you best.,Modern
Bookcases-shelving-units,Bookcase,database/images\Bookcases-&-shelving-units---------Bookcase----------80x28x202-cm.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Modern
Bookcases-shelving-units,Bookcase,database/images\Bookcases-&-shelving-units---------Bookcase----------40x28x202-cm.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Modern
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------25x51x70-cm.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",Modern
Bookcases-shelving-units,Shelving-unit-inoutdoor-180x27x74,database/images\Bookcases-&-shelving-units---------Shelving-unit-inoutdoor----------180x27x74-140-cm.jpg,"Perfect for flower pots on a balcony, shampoos in a bathroom or exciting herbs in a kitchen. Sturdy, lightweight and approved for wet areas. Can such a large shelving unit really fit in a flat package?",Scandinavian
Bookcases-shelving-units,Shelf,database/images\Bookcases-&-shelving-units---------Shelf----------83x30-cm.jpg,"Since IVAR storage system is so good at what it does, it has faithfully served customers’ needs across the home for over 50 years. Attics, living rooms, pantries and bedrooms – they all love IVAR.",Modern
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------42x147-cm.jpg,Hang it on the wall or stand it on the floor – this shelving unit adapts to your needs. Smooth surfaces and rounded corners give a quality feel and you can personalise the unit with inserts and boxes.,Modern
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------51x175-cm.jpg,The straightforward design and glass shelves make your beloved objects stand out. The top and bottom panels are black-brown on one side and black on the other – choose the expression that suits you best.,Modern
Bookcases-shelving-units,1-section,database/images\Bookcases-&-shelving-units---------1-section----------78x31x171-cm.jpg,"HEJNE storage system is sturdy and strong enough for even the heaviest loads in your garage, basement or attic. Keep the solid wood untreated or stain, paint or wax as you like, to make it more personal.",Modern
Bookcases-shelving-units,Cabinet,database/images\Bookcases-&-shelving-units---------Cabinet----------80x30x83-cm.jpg,"Since IVAR storage system is so good at what it does, it has faithfully served customers’ needs across the home for over 50 years. Attics, living rooms, pantries and bedrooms – they all love IVAR.",Modern
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------100x95-cm.jpg,A perfect shelving unit for a rustic look. The metal gives an industrial feel and the solid wood makes every piece of furniture unique. The open back also makes it easy to access power sockets.,Scandinavian
Bookcases-shelving-units,Clip-on-basket,database/images\Bookcases-&-shelving-units---------Clip-on-basket.jpg,"If you need more storage space, you can hang several baskets vertically from a shelf or stack them on a flat surface.",Modern
Bookcases-shelving-units,Shelving-unit-with-4-inserts,database/images\Bookcases-&-shelving-units---------Shelving-unit-with-4-inserts----------77x147-cm.jpg,Place this KALLAX combination either standing or horizontally as a sideboard depending on your space. Handy drawers and inserts hide things that tend to get cluttered and are nicely finished on both sides.,Modern
Bookcases-shelving-units,Bookcase,database/images\Bookcases-&-shelving-units---------Bookcase----------40x28x106-cm.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Modern
Bookcases-shelving-units,Wall-mounted-cabinet-combination,database/images\Bookcases-&-shelving-units---------Wall-mounted-cabinet-combination----------80x35x210-cm.jpg,It’s edginess in a box. Create an asymmetric or unexpected storage solution and fill it with your things. Stack and combine as you please. Fits in any space and has infinite possibilities.,Modern
Bookcases-shelving-units,Wall-shelf,database/images\Bookcases-&-shelving-units---------Wall-shelf----------190x26-cm.jpg,This wall shelf has a clean design and has discreet and almost invisible mounting. The hidden suspension brackets makes it seem like it’s part of the wall - and you also don’t need to buy brackets.,Scandinavian
Bookcases-shelving-units,Shelf,database/images\Bookcases-&-shelving-units---------Shelf----------56x16-cm.jpg,"With separate shelves, you can customise your storage solution. Only you know how many shelves it takes and how they should be organised to fulfil your storage needs.",Modern
Bookcases-shelving-units,Wall-shelf,database/images\Bookcases-&-shelving-units---------Wall-shelf----------30x26-cm.jpg,This wall shelf has a clean design and has discreet and almost invisible mounting. The hidden suspension brackets makes it seem like it’s part of the wall - and you also don’t need to buy brackets.,Scandinavian
Bookcases-shelving-units,Bookcase-with-glass-doors,database/images\Bookcases-&-shelving-units---------Bookcase-with-glass-doors----------120x30x202-cm.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",Modern
Bookcases-shelving-units,Shelf-77x28,database/images\Bookcases-&-shelving-units---------Shelf----------77x28-cm-2-pack.jpg,"HEJNE storage system is sturdy and strong enough for even the heaviest loads in your garage, basement or attic. By adding posts and shelves you increase the storage possibilities.",Modern
Bookcases-shelving-units,Bookcase,database/images\Bookcases-&-shelving-units---------Bookcase----------60x180-cm.jpg,"Loads of books but short of space? This shallow bookcase holds your series collections without taking up too much floor space. Perfect for bedrooms, hallways or smaller living areas.",Modern
Bookcases-shelving-units,Shelving-unit,database/images\Bookcases-&-shelving-units---------Shelving-unit----------100x175-cm.jpg,The straightforward design and glass shelves make your beloved objects stand out. The top and bottom panels are black-brown on one side and black on the other – choose the expression that suits you best.,Modern
Bookcases-shelving-units,Bookcase-with-doors,database/images\Bookcases-&-shelving-units---------Bookcase-with-doors----------80x30x202-cm.jpg,"BILLY bookcase is a beloved icon that, thanks to its versatility, can be used in many ways. This solution with OXBERG panel doors has closed and open storage – suitable for living room and dining areas.",Modern
